Nachname;Vorname;Strasse;Postleitzahl;Ort;Telefonnummer;Handynummer;Geburtsdatum;Email
Lehmann;Sandra;Bergstrasse 45;8500;Winterthur;0445735778;0793946715;1954-10-29;Sandra.Lehmann@gmail.com
Brunner;Julia;Bahnhofstrasse 55;6003;Neuenburg;0446079100;0791766783;1976-11-06;Julia.Brunner@web.de
Maurer;David;Tannenweg 79;4001;Sitten;0445192456;0799236745;1955-12-10;David.Maurer@web.de
Roth;Sandra;Ringstrasse 27;7000;Zürich;0446062912;0794729837;1958-03-30;Sandra.Roth@web.de
Sutter;Maria;Hauptstrasse 85;8050;Neuenburg;0441277545;0793501428;1981-06-21;Maria.Sutter@web.de
Steiner;Julia;Lindenweg 25;9000;Baden;0446958130;0793711365;1960-03-02;Julia.Steiner@gmail.com
Steiner;Max;Brunnenstrasse 51;5000;Chur;0448982813;0794826697;1995-04-11;Max.Steiner@gmail.com
Weber;Maria;Ringstrasse 51;9300;Bern;0442118266;0794012905;1953-11-24;Maria.Weber@gmail.com
Steiner;Peter;Bergstrasse 95;6300;Luzern;0449923823;0795114420;1959-12-03;Peter.Steiner@web.de
Weber;Lukas;Talstrasse 57;8001;Lausanne;0446247475;0795354193;1988-06-16;Lukas.Weber@yahoo.com
Marti;Maria;Gartenweg 3;9100;Zug;0446247475;0792141573;1962-05-18;Maria.Marti@yahoo.com
Schmid;Michaela;Gartenweg 53;9000;Biel;0446079100;0794286787;1953-10-21;Michaela.Schmid@web.de
Marti;Anna;Dorfstrasse 35;9400;Zug;0443810194;0791954558;1978-10-27;Anna.Marti@example.com
Müller;Maria;Talstrasse 65;3000;Solothurn;0446438065;0794552384;1976-12-10;Maria.Müller@yahoo.com
Brunner;Thomas;Ringstrasse 78;6300;Genf;0447604237;0798841134;1983-02-08;Thomas.Brunner@gmail.com
Kunz;Julia;Seestrasse 31;8001;Neuenburg;0443005313;0795919543;1999-07-17;Julia.Kunz@web.de
Baumann;Sandra;Feldstrasse 75;8500;Winterthur;0445198625;0796087818;1990-01-11;Sandra.Baumann@example.com
Meier;Thomas;Tannenweg 57;8500;Lausanne;0449833678;0797923742;1955-08-02;Thomas.Meier@yahoo.com
Fischer;Thomas;Wiesenweg 59;8304;St. Gallen;0448374138;0799473499;1970-01-23;Thomas.Fischer@yahoo.com
Marti;Thomas;Bahnhofstrasse 72;9050;Lausanne;0443352937;0793739668;1963-03-26;Thomas.Marti@yahoo.com
Roth;Max;Feldstrasse 49;8001;Lausanne;0445781828;0796786311;1973-12-04;Max.Roth@mail.com
Lehmann;Maria;Birkenweg 61;9100;Zug;0448569453;0799343726;1971-10-12;Maria.Lehmann@web.de
Müller;Sandra;Tannenweg 10;8400;Baden;0444633613;0798841134;1968-05-19;Sandra.Müller@gmail.com
Wenger;Markus;Gartenweg 47;4001;Solothurn;0444853797;0791282670;1966-11-02;Markus.Wenger@mail.com
Schmid;Simon;Gartenweg 30;7000;Biel;0447657653;0792655207;1980-10-20;Simon.Schmid@example.com
Zürcher;Simon;Seestrasse 79;9050;Biel;0449153046;0798027573;1970-03-30;Simon.Zürcher@yahoo.com
Kunz;Felix;Alpenblick 82;9100;Freiburg;0442321054;0796209489;1972-01-16;Felix.Kunz@web.de
Zürcher;Peter;Gartenweg 42;1000;Basel;0441814027;0798740150;1954-09-16;Peter.Zürcher@example.com
Lehmann;Felix;Hauptstrasse 81;9001;Zürich;0442118266;0791668239;1993-06-13;Felix.Lehmann@example.com
Zürcher;Daniel;Wiesenweg 41;9100;Sitten;0443352937;0797978535;1967-12-11;Daniel.Zürcher@web.de
Maurer;Michaela;Tannenweg 56;6300;Thun;0449689685;0798273907;1957-10-30;Michaela.Maurer@mail.com
Kunz;Sandra;Wiesenweg 9;8304;Freiburg;0445198625;0799433022;1995-09-29;Sandra.Kunz@example.com
Fischer;Sophie;Talstrasse 69;7000;Sitten;0441353442;0799343726;1972-11-16;Sophie.Fischer@yahoo.com
Zürcher;Thomas;Tannenweg 85;8002;St. Gallen;0447410655;0797923742;1963-12-26;Thomas.Zürcher@example.com
Müller;David;Tannenweg 47;7000;Biel;0446062912;0796512196;1983-09-27;David.Müller@mail.com
Wenger;Lena;Poststrasse 28;8002;St. Gallen;0446677010;0792655207;1998-10-16;Lena.Wenger@yahoo.com
Lehmann;Laura;Tannenweg 46;7000;Lausanne;0443005327;0797923742;1973-12-03;Laura.Lehmann@web.de
Lehmann;Lena;Schulstrasse 72;8002;Neuenburg;0445519479;0797346559;1952-04-01;Lena.Lehmann@gmail.com
Keller;Daniel;Rosenweg 34;8400;Biel;0443271584;0791954558;1987-12-15;Daniel.Keller@web.de
Weber;Markus;Weidstrasse 55;9001;Biel;0443669973;0798273907;1977-10-05;Markus.Weber@yahoo.com
Müller;Michaela;Bergstrasse 1;8002;Zürich;0443005327;0791766783;1991-06-06;Michaela.Müller@yahoo.com
Brunner;Julia;Sonnenweg 6;5000;Zürich;0444295640;0795109693;1968-11-24;Julia.Brunner@gmail.com
Sutter;Sandra;Brunnenstrasse 7;9400;Zug;0448350147;0792141573;1951-10-25;Sandra.Sutter@web.de
Wenger;Markus;Birkenweg 98;8001;Lausanne;0446438065;0793269976;1988-02-24;Markus.Wenger@gmail.com
Fischer;Nina;Brunnenstrasse 99;8400;Basel;0442187777;0797186919;1992-02-15;Nina.Fischer@mail.com
Maurer;Lukas;Sonnenweg 66;9200;Biel;0443352937;0798188691;1963-04-11;Lukas.Maurer@yahoo.com
Schmid;Katja;Lindenweg 78;8002;Schaffhausen;0448569453;0794957977;1953-10-26;Katja.Schmid@yahoo.com
Gerber;Daniel;Talstrasse 49;8050;Zürich;0445781828;0799644823;1962-01-30;Daniel.Gerber@web.de
Fischer;Kevin;Lindenweg 89;6003;Biel;0447043886;0796052063;1988-07-06;Kevin.Fischer@example.com
Steiner;Thomas;Schulstrasse 61;3000;Biel;0441651055;0797729364;1996-09-17;Thomas.Steiner@mail.com
Kunz;Max;Seestrasse 4;4001;Schaffhausen;0442187777;0796131401;2000-05-22;Max.Kunz@web.de
Steiner;Daniel;Hauptstrasse 12;8400;Luzern;0442441713;0792680798;1959-03-14;Daniel.Steiner@gmail.com
Meier;Kevin;Rosenweg 78;8002;Chur;0449789370;0794549941;1981-11-14;Kevin.Meier@gmail.com
Zürcher;Kevin;Tannenweg 5;8500;Uster;0449833678;0791310176;1961-11-25;Kevin.Zürcher@web.de
Huber;David;Bahnhofstrasse 43;9001;Baden;0441277545;0791766783;1967-11-25;David.Huber@yahoo.com
Schmid;Max;Hauptstrasse 50;9300;Biel;0442322425;0791766783;1996-03-07;Max.Schmid@yahoo.com
Müller;Peter;Hauptstrasse 86;1000;Winterthur;0446569362;0798166505;1974-05-08;Peter.Müller@web.de
Schmid;Julia;Rosenweg 32;8400;Winterthur;0442059596;0793739668;1954-09-05;Julia.Schmid@example.com
Lehmann;Laura;Weidstrasse 45;1000;Basel;0441651055;0793269976;1957-05-16;Laura.Lehmann@yahoo.com
Bachmann;Anna;Brunnenstrasse 54;1000;Chur;0443824648;0797923742;1959-01-28;Anna.Bachmann@yahoo.com
Roth;Michaela;Schulstrasse 43;1000;Zug;0446958130;0795114420;1993-11-17;Michaela.Roth@mail.com
Brunner;Simon;Schulstrasse 38;9300;Zürich;0444747021;0794688034;1967-09-09;Simon.Brunner@example.com
Schmid;Anna;Seestrasse 54;3000;Solothurn;0442144055;0797526210;1958-07-16;Anna.Schmid@gmail.com
Meier;Daniel;Poststrasse 93;5000;Zug;0442217112;0797186919;1965-09-30;Daniel.Meier@example.com
Sutter;Michaela;Brunnenstrasse 84;9000;Thun;0448234304;0796530765;1987-05-11;Michaela.Sutter@example.com
Sutter;Michaela;Brunnenstrasse 30;3000;Zürich;0441277545;0799644823;1989-09-12;Michaela.Sutter@web.de
Maurer;Lena;Schulstrasse 83;7000;Thun;0444747021;0797978535;1999-02-17;Lena.Maurer@mail.com
Meier;Simon;Sonnenweg 87;7000;Chur;0447975858;0799516577;1967-01-05;Simon.Meier@example.com
Schmid;Sophie;Gartenweg 8;9000;Genf;0445198625;0793478279;1992-10-16;Sophie.Schmid@mail.com
Steiner;David;Lindenweg 9;6003;Schaffhausen;0445519479;0794795028;1998-03-06;David.Steiner@yahoo.com
Kunz;Anna;Gartenweg 52;6003;Baden;0444633613;0796530765;1964-11-27;Anna.Kunz@web.de
Baumann;Max;Hauptstrasse 24;8400;Solothurn;0447252363;0798159871;1957-01-19;Max.Baumann@web.de
Marti;Markus;Seestrasse 65;9400;Schaffhausen;0443414722;0791826680;1990-12-23;Markus.Marti@mail.com
Bachmann;Michaela;Bergstrasse 24;8050;Sitten;0442744320;0793478279;1979-03-17;Michaela.Bachmann@yahoo.com
Roth;Katja;Wiesenweg 98;9000;Basel;0442801142;0795597697;1962-03-27;Katja.Roth@yahoo.com
Meier;Julia;Tannenweg 93;8002;Luzern;0443804554;0794957977;1967-06-09;Julia.Meier@gmail.com
Marti;Anna;Gartenweg 71;9050;Baden;0447043886;0794957977;1984-04-26;Anna.Marti@example.com
Fischer;Simon;Bahnhofstrasse 81;4001;Freiburg;0446681362;0799473499;1957-07-26;Simon.Fischer@yahoo.com
Baumann;Markus;Rosenweg 87;6300;St. Gallen;0441651055;0794729837;1975-08-24;Markus.Baumann@mail.com
Müller;Michaela;Hauptstrasse 74;9000;Solothurn;0443352937;0791556601;1975-07-06;Michaela.Müller@mail.com
Meier;Thomas;Ringstrasse 12;9400;Solothurn;0441584559;0793711365;1962-04-23;Thomas.Meier@yahoo.com
Keller;Laura;Bergstrasse 67;8500;Luzern;0449153046;0795354193;1958-05-18;Laura.Keller@yahoo.com
Maurer;Kevin;Birkenweg 13;5000;Uster;0446533396;0792680798;1994-11-09;Kevin.Maurer@mail.com
Müller;Maria;Gartenweg 34;8304;Sitten;0448350147;0797526210;1973-09-10;Maria.Müller@gmail.com
Marti;Max;Lindenweg 64;7000;Freiburg;0446677010;0793946715;1990-03-26;Max.Marti@yahoo.com
Wenger;Peter;Schulstrasse 14;8400;Bern;0449153006;0796290954;1953-02-08;Peter.Wenger@example.com
Weber;Sandra;Seestrasse 90;8001;Genf;0444853797;0794602048;1965-10-19;Sandra.Weber@gmail.com
Marti;Daniel;Sonnenweg 27;8001;Basel;0446424159;0795354193;1973-11-13;Daniel.Marti@gmail.com
Zürcher;Nina;Bergstrasse 37;9100;Bern;0442172365;0797788905;1987-09-17;Nina.Zürcher@mail.com
Marti;Felix;Birkenweg 86;1000;Genf;0444446643;0799536333;1991-09-23;Felix.Marti@web.de
Müller;David;Alpenblick 6;9050;Baden;0449789370;0797788905;1960-04-21;David.Müller@yahoo.com
Sutter;Thomas;Hauptstrasse 50;9050;Solothurn;0445259121;0796649602;1967-09-24;Thomas.Sutter@yahoo.com
Maurer;Sophie;Bahnhofstrasse 55;3000;Zürich;0448157568;0797346559;1960-07-21;Sophie.Maurer@gmail.com
Huber;Anna;Hauptstrasse 36;9400;Uster;0448094381;0792225391;1960-04-14;Anna.Huber@example.com
Meier;Lukas;Tannenweg 87;1000;Uster;0443352937;0798159871;1952-07-04;Lukas.Meier@example.com
Huber;Peter;Weidstrasse 25;9000;Neuenburg;0446569362;0796209489;1981-07-21;Peter.Huber@example.com
Roth;Michaela;Poststrasse 74;9050;Lausanne;0445781828;0793475351;1975-12-28;Michaela.Roth@gmail.com
Meier;Sandra;Brunnenstrasse 58;9200;St. Gallen;0443824648;0798166505;1972-02-21;Sandra.Meier@mail.com
Fischer;Katja;Rosenweg 65;6003;Uster;0448094381;0794729837;1997-10-21;Katja.Fischer@web.de
Brunner;Laura;Poststrasse 94;9300;Lugano;0444727326;0795781113;1989-01-07;Laura.Brunner@gmail.com
Lehmann;Maria;Hauptstrasse 48;9200;Baden;0448591306;0793472043;1985-04-03;Maria.Lehmann@mail.com
Brunner;Maria;Schulstrasse 85;7000;Freiburg;0449429709;0796786311;1989-12-23;Maria.Brunner@mail.com
Baumann;David;Birkenweg 26;9050;Winterthur;0443414722;0795114420;1956-10-26;David.Baumann@gmail.com
Bachmann;Simon;Talstrasse 63;1000;Zürich;0445198625;0797526210;1997-03-28;Simon.Bachmann@gmail.com
Keller;Kevin;Rosenweg 46;1000;Luzern;0444747021;0797977495;1983-07-04;Kevin.Keller@mail.com
Lehmann;Daniel;Dorfstrasse 44;8050;Schaffhausen;0442265256;0797540509;2000-01-12;Daniel.Lehmann@web.de
Zürcher;Thomas;Bahnhofstrasse 4;9000;Lugano;0445349037;0795631305;1984-01-05;Thomas.Zürcher@example.com
Kunz;Max;Bahnhofstrasse 9;8001;Neuenburg;0444727326;0799236745;1992-02-20;Max.Kunz@gmail.com
Wenger;Simon;Sonnenweg 32;1000;Thun;0445519479;0791668239;1978-03-19;Simon.Wenger@example.com
Steiner;Michaela;Talstrasse 2;9000;Neuenburg;0442187777;0793954902;1954-07-23;Michaela.Steiner@web.de
Bachmann;Nina;Tannenweg 69;6003;Lugano;0448094381;0798159871;1977-12-10;Nina.Bachmann@gmail.com
Keller;Michaela;Gartenweg 82;9200;Basel;0444853797;0797729364;1957-08-24;Michaela.Keller@mail.com
Huber;Maria;Bergstrasse 80;8304;Freiburg;0442321054;0792181625;1958-12-21;Maria.Huber@example.com
Lehmann;Thomas;Seestrasse 97;9000;Zürich;0446677010;0796087818;1991-11-18;Thomas.Lehmann@web.de
Zürcher;Kevin;Hauptstrasse 64;3000;Genf;0443403090;0796112895;1995-02-14;Kevin.Zürcher@yahoo.com
Sutter;Markus;Sonnenweg 72;4001;St. Gallen;0442441713;0796052063;1970-08-04;Markus.Sutter@web.de
Wenger;Daniel;Weidstrasse 41;6300;Basel;0446569362;0797526210;1955-02-07;Daniel.Wenger@yahoo.com
Meier;Sandra;Schulstrasse 54;9400;Zug;0449923823;0798273907;1995-09-12;Sandra.Meier@yahoo.com
Brunner;Nina;Poststrasse 35;9400;Zürich;0446681362;0799536333;1972-08-30;Nina.Brunner@gmail.com
Brunner;Peter;Birkenweg 42;8304;Lugano;0442172365;0798742111;1980-08-22;Peter.Brunner@web.de
Lehmann;Max;Talstrasse 62;9000;Luzern;0446424159;0795781113;1961-08-16;Max.Lehmann@yahoo.com
Steiner;Laura;Gartenweg 54;8400;Zug;0448591306;0794826697;1996-11-08;Laura.Steiner@yahoo.com
Müller;Laura;Seestrasse 38;9001;Winterthur;0446569362;0794688034;1983-03-11;Laura.Müller@gmail.com
Maurer;Katja;Weidstrasse 88;9001;Baden;0441277545;0793954902;1972-12-13;Katja.Maurer@web.de
Weber;Felix;Wiesenweg 14;7000;Uster;0442994435;0793739668;1970-02-21;Felix.Weber@web.de
Sutter;David;Sonnenweg 76;8050;Lugano;0447043886;0797977495;1992-03-06;David.Sutter@mail.com
Schmid;Kevin;Bergstrasse 46;1000;Bern;0449800670;0791129673;1981-08-29;Kevin.Schmid@web.de
Baumann;Kevin;Alpenblick 37;1000;Neuenburg;0445735778;0798273907;1964-03-30;Kevin.Baumann@gmail.com
Maurer;Daniel;Feldstrasse 16;9001;Sitten;0447410655;0793739668;1999-02-08;Daniel.Maurer@yahoo.com
Keller;David;Schulstrasse 46;1000;Solothurn;0444727326;0793478279;1958-06-09;David.Keller@mail.com
Keller;Anna;Ringstrasse 60;9050;Zug;0448234304;0793475351;1955-03-14;Anna.Keller@gmail.com
Wenger;David;Feldstrasse 25;8500;Lausanne;0446438065;0796512196;1992-09-07;David.Wenger@mail.com
Sutter;Laura;Feldstrasse 82;6003;Solothurn;0449153046;0797526210;1994-11-17;Laura.Sutter@mail.com
Roth;Felix;Lindenweg 48;9000;Thun;0442994435;0793946715;1953-05-10;Felix.Roth@yahoo.com
Roth;Felix;Hauptstrasse 57;8050;Basel;0447657653;0792181625;1964-03-22;Felix.Roth@web.de
Müller;Max;Seestrasse 2;9050;Uster;0442801142;0795597697;1972-07-02;Max.Müller@mail.com
Fischer;Kevin;Schulstrasse 26;9000;Zug;0446792481;0791310176;1964-11-22;Kevin.Fischer@yahoo.com
Müller;Lukas;Bergstrasse 55;9400;Uster;0446533396;0797729364;1974-12-07;Lukas.Müller@example.com
Sutter;Thomas;Dorfstrasse 99;8002;Solothurn;0448982813;0799516577;1987-10-09;Thomas.Sutter@gmail.com
Kunz;Katja;Bahnhofstrasse 50;1000;St. Gallen;0445735778;0796530765;1970-05-25;Katja.Kunz@mail.com
Kunz;Sandra;Lindenweg 45;5000;Baden;0441025317;0794957977;1982-02-14;Sandra.Kunz@gmail.com
Fischer;Anna;Schulstrasse 94;8500;Bern;0443824648;0798830298;1977-02-09;Anna.Fischer@web.de
Weber;Peter;Tannenweg 98;8002;Biel;0449789370;0799644823;1960-10-02;Peter.Weber@mail.com
Baumann;Maria;Poststrasse 91;7000;Lausanne;0448234304;0794549941;1962-04-21;Maria.Baumann@yahoo.com
Brunner;Katja;Bahnhofstrasse 48;9300;Chur;0445735778;0795354193;1959-06-22;Katja.Brunner@gmail.com
Meier;Katja;Talstrasse 67;7000;Sitten;0441353442;0796649602;1971-10-02;Katja.Meier@example.com
Maurer;Sandra;Talstrasse 31;8001;Zürich;0442801142;0794012905;1954-06-23;Sandra.Maurer@yahoo.com
Keller;Peter;Rosenweg 13;9100;Uster;0442376115;0798041878;1999-11-16;Peter.Keller@web.de
Keller;Julia;Hauptstrasse 4;9050;Freiburg;0442187777;0793954902;1980-10-09;Julia.Keller@mail.com
Brunner;Peter;Birkenweg 20;8001;Lugano;0448590960;0797977495;1974-09-19;Peter.Brunner@mail.com
Baumann;Daniel;Weidstrasse 12;9000;Winterthur;0446792481;0792225391;1961-05-30;Daniel.Baumann@mail.com
Keller;Nina;Ringstrasse 6;9300;Winterthur;0446677010;0793711365;1953-05-03;Nina.Keller@example.com
Müller;Julia;Feldstrasse 30;9000;Zürich;0445349037;0798027573;1981-11-12;Julia.Müller@example.com
Schmid;Daniel;Lindenweg 95;9100;Solothurn;0441814027;0799473499;1981-06-29;Daniel.Schmid@example.com
Maurer;Lena;Poststrasse 40;8304;Luzern;0445519479;0794826697;1972-07-31;Lena.Maurer@yahoo.com
Maurer;Kevin;Birkenweg 36;9200;Neuenburg;0445768979;0792680798;1992-05-09;Kevin.Maurer@web.de
Fischer;Simon;Schulstrasse 58;3000;Biel;0447410655;0799535881;1962-08-31;Simon.Fischer@web.de
Baumann;Lukas;Bergstrasse 85;5000;Baden;0442376115;0798830298;1972-09-09;Lukas.Baumann@web.de
Schmid;Anna;Rosenweg 17;9001;Uster;0442994435;0797978535;1963-10-30;Anna.Schmid@gmail.com
Bachmann;Julia;Alpenblick 93;5000;Basel;0445781828;0798369565;1981-01-24;Julia.Bachmann@example.com
Bachmann;Max;Poststrasse 14;9050;Lausanne;0442321054;0794957977;1997-03-08;Max.Bachmann@web.de
Fischer;Michaela;Tannenweg 14;9200;St. Gallen;0443005327;0795109693;1952-02-22;Michaela.Fischer@mail.com
Baumann;Markus;Ringstrasse 57;9050;Sitten;0447410655;0797540509;1993-12-09;Markus.Baumann@web.de
Brunner;Lena;Gartenweg 83;7000;Neuenburg;0441584559;0796052063;1958-07-24;Lena.Brunner@example.com
Zürcher;Katja;Weidstrasse 93;5000;Freiburg;0449800670;0791282670;1981-01-07;Katja.Zürcher@gmail.com
Kunz;Max;Tannenweg 47;3000;Baden;0447657653;0798830298;1965-08-27;Max.Kunz@web.de
Weber;Thomas;Poststrasse 23;8001;Genf;0442441713;0793475351;1959-08-09;Thomas.Weber@web.de
Keller;Lena;Seestrasse 51;8050;Thun;0448537374;0793501428;1997-08-11;Lena.Keller@mail.com
Marti;Maria;Rosenweg 84;9000;Genf;0449789370;0794012905;1967-12-22;Maria.Marti@mail.com
Maurer;Katja;Bergstrasse 28;8500;Freiburg;0449429709;0795109693;1993-12-24;Katja.Maurer@mail.com
Müller;Laura;Bergstrasse 90;6003;Neuenburg;0442994435;0798841134;1956-08-05;Laura.Müller@yahoo.com
Weber;Katja;Rosenweg 60;9001;Luzern;0449789370;0794826697;1980-08-04;Katja.Weber@web.de
Kunz;Maria;Talstrasse 31;4001;Freiburg;0446569362;0795597697;1990-01-25;Maria.Kunz@mail.com
Wenger;Maria;Bahnhofstrasse 94;6300;Zürich;0446807371;0796112895;1983-09-02;Maria.Wenger@web.de
Meier;Sandra;Brunnenstrasse 14;7000;Basel;0444295640;0798841134;1956-02-07;Sandra.Meier@mail.com
Meier;Michaela;Sonnenweg 43;4001;Biel;0448537374;0797670330;1985-08-11;Michaela.Meier@example.com
Baumann;Maria;Alpenblick 33;9100;Schaffhausen;0447704715;0799535881;1972-02-01;Maria.Baumann@yahoo.com
Gerber;Sophie;Hauptstrasse 90;9001;Sitten;0447975858;0796530765;1979-11-01;Sophie.Gerber@web.de
Müller;Katja;Hauptstrasse 62;8050;Zug;0441277545;0793475351;1970-06-28;Katja.Müller@mail.com
Huber;Peter;Brunnenstrasse 58;9000;Zug;0445198625;0791731551;1968-01-22;Peter.Huber@example.com
Marti;Thomas;Alpenblick 24;4001;Basel;0448670314;0794688034;1964-01-08;Thomas.Marti@gmail.com
Fischer;Katja;Feldstrasse 15;6300;Freiburg;0444747021;0797740808;1994-03-07;Katja.Fischer@yahoo.com
Weber;Laura;Dorfstrasse 39;8500;Genf;0441025317;0796290954;1986-05-18;Laura.Weber@yahoo.com
Wenger;Peter;Rosenweg 3;6300;Uster;0444727326;0793840613;1992-12-24;Peter.Wenger@example.com
Marti;Max;Poststrasse 45;9300;Freiburg;0442322425;0794012905;1980-02-18;Max.Marti@mail.com
Schmid;Kevin;Dorfstrasse 6;9100;Solothurn;0443669973;0794552384;1980-02-10;Kevin.Schmid@yahoo.com
Schmid;Lena;Bergstrasse 17;8400;Zürich;0449689685;0797670330;1950-03-09;Lena.Schmid@gmail.com
Fischer;Thomas;Talstrasse 7;8002;Winterthur;0449656653;0798551915;1955-04-29;Thomas.Fischer@web.de
Marti;Peter;Sonnenweg 64;9400;Bern;0445349037;0794957977;1974-05-28;Peter.Marti@mail.com
Marti;Julia;Dorfstrasse 8;8050;Lausanne;0449923823;0795114420;1957-02-06;Julia.Marti@mail.com
Lehmann;Nina;Dorfstrasse 91;6300;Sitten;0447975858;0791556601;1971-02-02;Nina.Lehmann@mail.com
Roth;Felix;Dorfstrasse 69;4001;Neuenburg;0442118266;0793840613;1995-05-05;Felix.Roth@example.com
Schmid;Laura;Sonnenweg 51;8400;Thun;0447434931;0794549941;1991-08-23;Laura.Schmid@yahoo.com
Meier;David;Talstrasse 16;9050;Genf;0442144055;0796649602;1969-11-14;David.Meier@yahoo.com
Lehmann;Simon;Dorfstrasse 89;8001;Thun;0446681362;0798041878;1951-12-11;Simon.Lehmann@yahoo.com
Huber;Katja;Talstrasse 74;5000;Sitten;0441578655;0799644823;1956-11-23;Katja.Huber@mail.com
Müller;Peter;Dorfstrasse 71;9400;Lugano;0441353442;0792169562;1996-06-02;Peter.Müller@web.de
Wenger;Daniel;Wiesenweg 57;8050;Baden;0442066085;0797978535;2000-08-11;Daniel.Wenger@web.de
Baumann;Felix;Dorfstrasse 10;8304;Chur;0449429709;0796209489;1994-06-15;Felix.Baumann@example.com
Maurer;Max;Weidstrasse 83;6300;Uster;0447043886;0797923742;1965-10-05;Max.Maurer@example.com
Müller;Sandra;Talstrasse 49;3000;Lugano;0447434931;0798841134;1964-09-06;Sandra.Müller@web.de
Gerber;Julia;Feldstrasse 85;8050;Chur;0442321054;0799536333;1988-09-16;Julia.Gerber@web.de
Weber;Sophie;Ringstrasse 69;6003;Thun;0449429709;0798841134;1950-08-20;Sophie.Weber@web.de
Sutter;Daniel;Schulstrasse 65;9050;Winterthur;0442217112;0797740808;1977-10-30;Daniel.Sutter@mail.com
Maurer;Laura;Rosenweg 8;7000;Bern;0445349037;0796649602;1971-11-04;Laura.Maurer@mail.com
Baumann;Nina;Talstrasse 45;8400;Solothurn;0445519479;0798273907;1957-11-26;Nina.Baumann@web.de
Roth;Sandra;Hauptstrasse 58;6003;Biel;0449429709;0794602048;1961-10-21;Sandra.Roth@mail.com
Fischer;Laura;Poststrasse 98;8400;Lugano;0448630394;0798830298;1955-04-09;Laura.Fischer@yahoo.com
Kunz;Katja;Wiesenweg 39;9001;Solothurn;0447043886;0799343726;1952-05-16;Katja.Kunz@mail.com
Keller;Kevin;Rosenweg 18;8304;Biel;0447657653;0793543120;1968-05-03;Kevin.Keller@yahoo.com
Fischer;Katja;Talstrasse 94;1000;Biel;0444727326;0792915444;1957-07-22;Katja.Fischer@example.com
Wenger;Kevin;Seestrasse 29;9100;Schaffhausen;0447657653;0799516577;1989-12-27;Kevin.Wenger@mail.com
Kunz;Katja;Seestrasse 65;3000;Solothurn;0441277545;0796616369;1981-09-02;Katja.Kunz@yahoo.com
Keller;David;Feldstrasse 57;7000;Solothurn;0449153006;0791556601;1959-07-12;David.Keller@gmail.com
Schmid;Sophie;Wiesenweg 90;9001;St. Gallen;0444747021;0795980038;1979-10-16;Sophie.Schmid@gmail.com
Meier;Maria;Wiesenweg 72;8400;Freiburg;0449153046;0798166505;1960-11-19;Maria.Meier@example.com
Wenger;Felix;Talstrasse 4;9000;Zug;0442217112;0794286787;1996-12-16;Felix.Wenger@yahoo.com
Schmid;Peter;Schulstrasse 62;1000;Luzern;0441849975;0799516577;1955-05-03;Peter.Schmid@example.com
Steiner;Thomas;Sonnenweg 72;5000;Lugano;0446062912;0793501428;1961-04-03;Thomas.Steiner@example.com
Sutter;Maria;Rosenweg 81;6300;Zug;0449429709;0793739668;1979-01-29;Maria.Sutter@yahoo.com
Bachmann;Nina;Talstrasse 58;8001;Biel;0447252363;0794957977;1981-09-13;Nina.Bachmann@example.com
Huber;Anna;Wiesenweg 29;9050;Basel;0444727326;0799516577;1980-06-12;Anna.Huber@mail.com
Gerber;Nina;Lindenweg 41;9200;Basel;0446681362;0792225391;1950-01-01;Nina.Gerber@mail.com
Zürcher;Markus;Weidstrasse 53;4001;Lausanne;0443005313;0794646901;1987-08-01;Markus.Zürcher@example.com
Maurer;Kevin;Gartenweg 77;9400;Schaffhausen;0448374138;0798696155;1983-12-11;Kevin.Maurer@example.com
Roth;Markus;Birkenweg 74;9050;Zürich;0446533396;0798742111;1981-08-30;Markus.Roth@gmail.com
Huber;David;Talstrasse 87;7000;Freiburg;0444446643;0792225391;1985-01-30;David.Huber@example.com
Steiner;Kevin;Brunnenstrasse 71;6003;Lugano;0447604237;0797526210;1967-07-02;Kevin.Steiner@web.de
Huber;Maria;Weidstrasse 70;9050;Lausanne;0449153006;0793741172;1975-02-07;Maria.Huber@yahoo.com
Bachmann;David;Lindenweg 63;6300;Luzern;0442376115;0795160934;1971-06-08;David.Bachmann@web.de
